date,waterbody,site,length,mass
6/28/2018,Susquehanna River,Cooperstown Dam,30.88,7.18
6/28/2018,Susquehanna River,Cooperstown Dam,31.18,6.85
6/28/2018,Susquehanna River,Cooperstown Dam,31.15,6.75
6/28/2018,Susquehanna River,Cooperstown Dam,29.28,6.46
6/28/2018,Susquehanna River,Cooperstown Dam,28.31,6.14
6/28/2018,Susquehanna River,Cooperstown Dam,30.55,5.99
6/28/2018,Susquehanna River,Cooperstown Dam,27.15,5.58
6/28/2018,Susquehanna River,Cooperstown Dam,28.83,4.95
6/28/2018,Susquehanna River,Cooperstown Dam,27,4.85
6/28/2018,Susquehanna River,Cooperstown Dam,28.65,4.81
6/28/2018,Susquehanna River,Cooperstown Dam,27.29,4.57
6/28/2018,Susquehanna River,Cooperstown Dam,28.44,4.5
6/28/2018,Susquehanna River,Cooperstown Dam,25.75,4.19
6/28/2018,Susquehanna River,Cooperstown Dam,25.79,4
6/28/2018,Susquehanna River,Cooperstown Dam,23.64,3.41
6/28/2018,Susquehanna River,Cooperstown Dam,24.27,3.34
6/28/2018,Susquehanna River,Cooperstown Dam,24.34,2.94
6/28/2018,Susquehanna River,Cooperstown Dam,24.17,2.91
6/28/2018,Susquehanna River,Cooperstown Dam,23.07,2.9
6/28/2018,Susquehanna River,Cooperstown Dam,22.35,2.85
6/28/2018,Susquehanna River,Cooperstown Dam,21.82,2.82
6/28/2018,Susquehanna River,Cooperstown Dam,21.67,2.78
6/28/2018,Susquehanna River,Cooperstown Dam,21.17,2.75
6/28/2018,Susquehanna River,Cooperstown Dam,22.07,2.55
6/28/2018,Susquehanna River,Cooperstown Dam,21.73,2.54
6/28/2018,Susquehanna River,Cooperstown Dam,21.61,2.42
6/28/2018,Susquehanna River,Cooperstown Dam,20.63,2.29
6/28/2018,Susquehanna River,Cooperstown Dam,21.54,2.23
6/28/2018,Susquehanna River,Cooperstown Dam,21.69,2.22
6/28/2018,Susquehanna River,Cooperstown Dam,20.24,2.19
6/28/2018,Susquehanna River,Cooperstown Dam,20.55,2.16
6/28/2018,Susquehanna River,Cooperstown Dam,21.22,2.15
6/28/2018,Susquehanna River,Cooperstown Dam,20.28,2.14
6/28/2018,Susquehanna River,Cooperstown Dam,21.12,2.12
6/28/2018,Susquehanna River,Cooperstown Dam,21.3,2.09
6/28/2018,Susquehanna River,Cooperstown Dam,20.77,2.08
6/28/2018,Susquehanna River,Cooperstown Dam,21.57,2.05
6/28/2018,Susquehanna River,Cooperstown Dam,21.29,2.03
6/28/2018,Susquehanna River,Cooperstown Dam,20.72,2.01
6/28/2018,Susquehanna River,Cooperstown Dam,21.24,1.96
6/28/2018,Susquehanna River,Cooperstown Dam,20.92,1.93
6/28/2018,Susquehanna River,Cooperstown Dam,21.54,1.92
6/28/2018,Susquehanna River,Cooperstown Dam,19.22,1.92
6/28/2018,Susquehanna River,Cooperstown Dam,20.48,1.91
6/28/2018,Susquehanna River,Cooperstown Dam,19.51,1.88
6/28/2018,Susquehanna River,Cooperstown Dam,20.6,1.86
6/28/2018,Susquehanna River,Cooperstown Dam,19.51,1.86
6/28/2018,Susquehanna River,Cooperstown Dam,18.89,1.8
6/28/2018,Susquehanna River,Cooperstown Dam,19.44,1.71
6/28/2018,Susquehanna River,Cooperstown Dam,18.61,1.7
6/28/2018,Susquehanna River,Cooperstown Dam,18.77,1.6
6/28/2018,Susquehanna River,Cooperstown Dam,19.18,1.57
6/28/2018,Susquehanna River,Cooperstown Dam,19.5,1.54
6/28/2018,Susquehanna River,Cooperstown Dam,19.44,1.5
6/28/2018,Susquehanna River,Cooperstown Dam,18.85,1.49
6/28/2018,Susquehanna River,Cooperstown Dam,18.96,1.44
6/28/2018,Susquehanna River,Cooperstown Dam,17.5,1.37
6/28/2018,Susquehanna River,Cooperstown Dam,17.61,1.33
6/28/2018,Susquehanna River,Cooperstown Dam,17.6,1.26
6/28/2018,Susquehanna River,Cooperstown Dam,17.77,1.22
6/28/2018,Susquehanna River,Cooperstown Dam,17.02,1.2
6/28/2018,Susquehanna River,Cooperstown Dam,17.42,1.19
6/28/2018,Susquehanna River,Cooperstown Dam,17.49,1.18
6/28/2018,Susquehanna River,Cooperstown Dam,16.76,1.11
6/28/2018,Susquehanna River,Cooperstown Dam,16.42,1.08
6/28/2018,Susquehanna River,Cooperstown Dam,15.83,0.97
6/28/2018,Susquehanna River,Cooperstown Dam,16.4,0.95
6/28/2018,Susquehanna River,Cooperstown Dam,16.07,0.91
6/28/2018,Susquehanna River,Cooperstown Dam,14.54,0.85
6/28/2018,Susquehanna River,Cooperstown Dam,14.94,0.83
6/28/2018,Susquehanna River,Cooperstown Dam,15.02,0.75
6/28/2018,Susquehanna River,Cooperstown Dam,14.5,0.75
6/28/2018,Susquehanna River,Cooperstown Dam,14.06,0.71
6/28/2018,Susquehanna River,Cooperstown Dam,14.37,0.66
6/28/2018,Susquehanna River,Cooperstown Dam,13.82,0.66
6/28/2018,Susquehanna River,Cooperstown Dam,14.19,0.62
6/28/2018,Susquehanna River,Cooperstown Dam,14.8,0.6
6/28/2018,Susquehanna River,Cooperstown Dam,14.55,0.59
6/28/2018,Susquehanna River,Cooperstown Dam,13.08,0.59
6/28/2018,Susquehanna River,Cooperstown Dam,13.27,0.56
6/28/2018,Susquehanna River,Cooperstown Dam,13.03,0.53
6/28/2018,Susquehanna River,Cooperstown Dam,12.2,0.48
6/28/2018,Susquehanna River,Cooperstown Dam,12.43,0.45
6/28/2018,Susquehanna River,Cooperstown Dam,11.9,0.43
6/28/2018,Susquehanna River,Cooperstown Dam,6.39,0.05
6/29/2018,Susquehanna River,Colliersville,42.21,16.53
6/29/2018,Susquehanna River,Colliersville,38.45,12.62
6/29/2018,Otego Creek,Route 23,37.4,12.52
6/29/2018,Susquehanna River,Colliersville,36.04,11.7
6/29/2018,Otego Creek,Route 23,34.99,10.63
6/29/2018,Susquehanna River,Colliersville,35.19,9.65
6/29/2018,Susquehanna River,Colliersville,34.33,9.24
6/29/2018,Susquehanna River,Colliersville,33.54,8.91
6/29/2018,Otego Creek,Route 23,34.53,8.75
6/29/2018,Susquehanna River,Colliersville,32.06,8.41
6/29/2018,Susquehanna River,Colliersville,32.34,8.25
6/29/2018,Susquehanna River,Colliersville,33.05,8.02
6/29/2018,Otego Creek,Route 23,34.29,7.99
6/29/2018,Susquehanna River,Colliersville,32.03,7.78
6/29/2018,Susquehanna River,Colliersville,31.68,7.59
6/29/2018,Susquehanna River,Colliersville,31.08,7.42
6/29/2018,Susquehanna River,Colliersville,29.84,6.54
6/29/2018,Susquehanna River,Colliersville,30.02,6.53
6/29/2018,Susquehanna River,Colliersville,29.64,6.32
6/29/2018,Susquehanna River,Colliersville,29.31,5.97
6/29/2018,Susquehanna River,Colliersville,30.34,5.94
6/29/2018,Susquehanna River,Colliersville,29.39,5.89
6/29/2018,Otego Creek,Route 23,29.86,5.89
6/29/2018,Susquehanna River,Colliersville,28.81,5.86
6/29/2018,Susquehanna River,Colliersville,29.59,5.85
6/29/2018,Susquehanna River,Colliersville,28.36,5.82
6/29/2018,Susquehanna River,Colliersville,26.94,5.13
6/29/2018,Susquehanna River,Colliersville,27.89,4.95
6/29/2018,Susquehanna River,Colliersville,20.53,4.94
6/29/2018,Susquehanna River,Colliersville,28.24,4.84
6/29/2018,Otego Creek,Route 23,27.08,4.81
6/29/2018,Susquehanna River,Colliersville,26.95,4.73
6/29/2018,Susquehanna River,Colliersville,26.31,4.4
6/29/2018,Susquehanna River,Colliersville,25.37,4.07
6/29/2018,Susquehanna River,Colliersville,25.8,4.06
6/29/2018,Otego Creek,Route 23,24.98,3.99
6/29/2018,Susquehanna River,Colliersville,25.36,3.91
6/29/2018,Susquehanna River,Colliersville,24.13,3.89
6/29/2018,Susquehanna River,Colliersville,25.88,3.83
6/29/2018,Susquehanna River,Colliersville,25.33,3.82
6/29/2018,Otego Creek,Route 23,23.7,3.79
6/29/2018,Otego Creek,Route 23,26.95,3.76
6/29/2018,Otego Creek,Route 23,27.63,3.71
6/29/2018,Susquehanna River,Colliersville,24.84,3.6
6/29/2018,Susquehanna River,Colliersville,24.5,3.47
6/29/2018,Susquehanna River,Colliersville,35.12,3.45
6/29/2018,Susquehanna River,Colliersville,24.7,3.39
6/29/2018,Otego Creek,Route 23,24.65,3.38
6/29/2018,Susquehanna River,Colliersville,23.77,3.35
6/29/2018,Susquehanna River,Colliersville,24.93,3.27
6/29/2018,Susquehanna River,Colliersville,21.02,3.21
6/29/2018,Otego Creek,Route 23,23.8,3.09
6/29/2018,Otego Creek,Route 23,24.06,2.97
6/29/2018,Susquehanna River,Colliersville,24.26,2.95
6/29/2018,Otego Creek,Route 23,23.84,2.82
6/29/2018,Susquehanna River,Colliersville,23.37,2.74
6/29/2018,Otego Creek,Route 23,23.97,2.68
6/29/2018,Susquehanna River,Colliersville,24.4,2.67
6/29/2018,Susquehanna River,Colliersville,22.19,2.64
6/29/2018,Otego Creek,Route 23,21.86,2.5
6/29/2018,Otego Creek,Route 23,24.27,2.49
6/29/2018,Susquehanna River,Colliersville,20.83,2.28
6/29/2018,Susquehanna River,Colliersville,21.61,2.25
6/29/2018,Susquehanna River,Colliersville,21.01,2.22
6/29/2018,Susquehanna River,Colliersville,21.09,2.16
6/29/2018,Susquehanna River,Colliersville,20.92,2.16
6/29/2018,Susquehanna River,Colliersville,20.74,2.15
6/29/2018,Susquehanna River,Colliersville,20.96,2.09
6/29/2018,Otego Creek,Route 23,21.91,2.09
6/29/2018,Susquehanna River,Colliersville,20.54,1.89
6/29/2018,Susquehanna River,Colliersville,20.11,1.84
6/29/2018,Otego Creek,Route 23,21.09,1.82
6/29/2018,Susquehanna River,Colliersville,20.14,1.76
6/29/2018,Susquehanna River,Colliersville,19.69,1.76
6/29/2018,Otego Creek,Route 23,18.37,1.5
6/29/2018,Susquehanna River,Colliersville,18.72,1.48
6/29/2018,Susquehanna River,Colliersville,19.42,1.33
6/29/2018,Otego Creek,Route 23,17.03,1
6/29/2018,Otego Creek,Route 23,15.87,0.79
7/9/2018,Butternut Creek,Bailey Road,31.91,6.78
7/9/2018,Butternut Creek,Bailey Road,27.79,4.83
7/9/2018,Butternut Creek,Bailey Road,27.02,4.68
7/9/2018,Butternut Creek,Bailey Road,23.07,3.51
7/9/2018,Butternut Creek,Bailey Road,23.67,3.43
7/9/2018,Butternut Creek,Bailey Road,25.49,3.34
7/9/2018,Butternut Creek,Bailey Road,24.45,3.15
7/9/2018,Butternut Creek,Bailey Road,23.3,2.93
7/9/2018,Butternut Creek,Bailey Road,22.32,2.49
7/9/2018,Butternut Creek,Bailey Road,21.88,2.25
7/9/2018,Butternut Creek,Bailey Road,21.41,1.78
7/9/2018,Butternut Creek,Bailey Road,16.55,0.91
7/9/2018,Butternut Creek,Bailey Road,9.77,0.18
7/9/2018,Butternut Creek,Bailey Road,8.99,0.12
7/9/2018,Butternut Creek,Bailey Road,8.87,0.12
7/9/2018,Butternut Creek,Bailey Road,8.74,0.11
7/9/2018,Butternut Creek,Bailey Road,8.04,0.1
7/9/2018,Butternut Creek,Bailey Road,7.9,0.08
7/9/2018,Butternut Creek,Bailey Road,7.56,0.07
7/9/2018,Butternut Creek,Bailey Road,7.25,0.06
7/12/2018,Wharton Creek,Route 80,39.67,16.68
7/12/2018,Wharton Creek,Route 80,35.33,11.94
7/12/2018,Wharton Creek,Route 80,35.25,11.51
7/12/2018,Wharton Creek,Route 80,35.12,10.37
7/12/2018,Wharton Creek,Route 80,34.18,10.29
7/12/2018,Wharton Creek,Route 80,33.91,10
7/12/2018,Wharton Creek,Route 80,31.71,9.27
7/12/2018,Wharton Creek,Route 80,32.2,9.15
7/12/2018,Wharton Creek,Route 80,32.26,8.15
7/12/2018,Wharton Creek,Route 80,30.98,7.76
7/12/2018,Wharton Creek,Route 80,31.45,7.56
7/12/2018,Wharton Creek,Route 80,31.54,7.48
7/12/2018,Wharton Creek,Route 80,29.97,7.26
7/12/2018,Wharton Creek,Route 80,29.82,6.98
7/12/2018,Wharton Creek,Route 80,29.09,6.66
7/12/2018,Wharton Creek,Route 80,29.29,6.49
7/12/2018,Wharton Creek,Route 80,29.28,5.97
7/12/2018,Wharton Creek,Route 80,28.61,5.84
7/12/2018,Wharton Creek,Route 80,28.32,5.67
7/12/2018,Wharton Creek,Route 80,28.43,5.6
7/12/2018,Wharton Creek,Route 80,27.84,5.45
7/12/2018,Wharton Creek,Route 80,27.56,5.2
7/12/2018,Wharton Creek,Route 80,26.77,5.18
7/12/2018,Wharton Creek,Route 80,27.94,5.16
7/12/2018,Wharton Creek,Route 80,28.66,5.12
7/12/2018,Wharton Creek,Route 80,27.05,4.94
7/12/2018,Wharton Creek,Route 80,26.58,4.85
7/12/2018,Wharton Creek,Route 80,25.84,4.79
7/12/2018,Wharton Creek,Route 80,25.02,4.39
7/12/2018,Wharton Creek,Route 80,26.26,4.01
7/12/2018,Wharton Creek,Route 80,24.75,3.54
7/12/2018,Wharton Creek,Route 80,24.51,3.46
7/12/2018,Wharton Creek,Route 80,23.86,3.43
7/12/2018,Wharton Creek,Route 80,23.91,3.36
7/12/2018,Wharton Creek,Route 80,25.04,3.32
7/12/2018,Wharton Creek,Route 80,23.73,3.21
7/12/2018,Wharton Creek,Route 80,22.1,3.1
7/12/2018,Wharton Creek,Route 80,23.41,3.04
7/12/2018,Wharton Creek,Route 80,22.98,2.9
7/12/2018,Wharton Creek,Route 80,23.82,2.88
7/12/2018,Wharton Creek,Route 80,22.42,2.77
7/12/2018,Wharton Creek,Route 80,22.42,2.71
7/12/2018,Wharton Creek,Route 80,22.82,2.68
7/12/2018,Wharton Creek,Route 80,24.43,2.57
7/12/2018,Wharton Creek,Route 80,21.38,2.55
7/12/2018,Wharton Creek,Route 80,24.91,2.54
7/12/2018,Wharton Creek,Route 80,21.08,2.51
7/12/2018,Wharton Creek,Route 80,22.04,2.47
7/12/2018,Wharton Creek,Route 80,21.97,2.46
7/12/2018,Wharton Creek,Route 80,21.49,2.42
7/12/2018,Wharton Creek,Route 80,21.25,2.31
7/12/2018,Wharton Creek,Route 80,21.33,2.27
7/12/2018,Wharton Creek,Route 80,21.08,2.27
7/12/2018,Wharton Creek,Route 80,21.33,2.25
7/12/2018,Wharton Creek,Route 80,20.96,2.21
7/12/2018,Wharton Creek,Route 80,20.33,2.13
7/12/2018,Wharton Creek,Route 80,20.8,1.96
7/12/2018,Wharton Creek,Route 80,19.8,1.93
7/12/2018,Wharton Creek,Route 80,20.52,1.91
7/12/2018,Wharton Creek,Route 80,19.11,1.76
7/12/2018,Wharton Creek,Route 80,19.08,1.64
7/12/2018,Wharton Creek,Route 80,18.83,1.61
7/12/2018,Wharton Creek,Route 80,18.31,1.51
7/12/2018,Wharton Creek,Route 80,18.27,1.49
7/12/2018,Wharton Creek,Route 80,17.76,1.42
7/12/2018,Wharton Creek,Route 80,18.15,1.24
7/12/2018,Wharton Creek,Route 80,9.53,0.18
7/12/2018,Wharton Creek,Route 80,9.37,0.18
7/12/2018,Wharton Creek,Route 80,9.71,0.17
7/12/2018,Wharton Creek,Route 80,8.32,0.11
7/12/2018,Wharton Creek,Route 80,7.89,0.1
7/12/2018,Wharton Creek,Route 80,6.91,0.06
7/20/2018,Susquehanna River,Fortin Park,41.72,17.52
7/20/2018,Charlotte Creek,Fortin Park,38.96,15.08
7/20/2018,Susquehanna River,Fortin Park,38.05,14.28
7/20/2018,Charlotte Creek,Fortin Park,37.56,13.78
7/20/2018,Charlotte Creek,Fortin Park,40.08,13.39
7/20/2018,Susquehanna River,Fortin Park,37.86,12.72
7/20/2018,Susquehanna River,Fortin Park,34.94,11.84
7/20/2018,Charlotte Creek,Fortin Park,37.14,11.79
7/20/2018,Susquehanna River,Fortin Park,36.05,11.66
7/20/2018,Charlotte Creek,Fortin Park,36.24,11.56
7/20/2018,Charlotte Creek,Fortin Park,35.87,11.44
7/20/2018,Susquehanna River,Fortin Park,34.45,10.89
7/20/2018,Charlotte Creek,Fortin Park,33.74,10.46
7/20/2018,Charlotte Creek,Fortin Park,34.25,10.03
7/20/2018,Charlotte Creek,Fortin Park,35.07,10.01
7/20/2018,Charlotte Creek,Fortin Park,34.68,9.94
7/20/2018,Charlotte Creek,Fortin Park,34.45,9.83
7/20/2018,Susquehanna River,Fortin Park,32.93,9.65
7/20/2018,Charlotte Creek,Fortin Park,32.07,9.22
7/20/2018,Charlotte Creek,Fortin Park,33.75,8.6
7/20/2018,Charlotte Creek,Fortin Park,32.38,8.15
7/20/2018,Charlotte Creek,Fortin Park,32.12,7.73
7/20/2018,Susquehanna River,Fortin Park,30.6,7.45
7/20/2018,Charlotte Creek,Fortin Park,31.24,7.38
7/20/2018,Susquehanna River,Fortin Park,30.91,7.21
7/20/2018,Susquehanna River,Fortin Park,30.93,7
7/20/2018,Susquehanna River,Fortin Park,27.67,6.98
7/20/2018,Susquehanna River,Fortin Park,30.05,6.85
7/20/2018,Charlotte Creek,Fortin Park,30.51,6.81
7/20/2018,Charlotte Creek,Fortin Park,29.98,6.7
7/20/2018,Charlotte Creek,Fortin Park,30.75,6.5
7/20/2018,Susquehanna River,Fortin Park,29.23,6.17
7/20/2018,Susquehanna River,Fortin Park,27.87,6
7/20/2018,Susquehanna River,Fortin Park,29.41,5.97
7/20/2018,Susquehanna River,Fortin Park,28.04,5.74
7/20/2018,Susquehanna River,Fortin Park,28.13,5.73
7/20/2018,Charlotte Creek,Fortin Park,28.93,5.62
7/20/2018,Charlotte Creek,Fortin Park,27.64,5.54
7/20/2018,Susquehanna River,Fortin Park,26.52,5.38
7/20/2018,Susquehanna River,Fortin Park,27.92,5.18
7/20/2018,Susquehanna River,Fortin Park,26.61,5.14
7/20/2018,Susquehanna River,Fortin Park,26.68,5.06
7/20/2018,Charlotte Creek,Fortin Park,27.67,4.93
7/20/2018,Susquehanna River,Fortin Park,26.48,4.86
7/20/2018,Charlotte Creek,Fortin Park,26.03,4.78
7/20/2018,Susquehanna River,Fortin Park,25.85,4.76
7/20/2018,Susquehanna River,Fortin Park,25.48,4.76
7/20/2018,Susquehanna River,Fortin Park,26.37,4.72
7/20/2018,Susquehanna River,Fortin Park,25.5,4.68
7/20/2018,Charlotte Creek,Fortin Park,26.82,4.66
7/20/2018,Charlotte Creek,Fortin Park,26.13,4.65
7/20/2018,Susquehanna River,Fortin Park,27.02,4.51
7/20/2018,Susquehanna River,Fortin Park,25.64,4.46
7/20/2018,Charlotte Creek,Fortin Park,26.27,4.45
7/20/2018,Susquehanna River,Fortin Park,24.8,4.36
7/20/2018,Charlotte Creek,Fortin Park,25.56,4.22
7/20/2018,Susquehanna River,Fortin Park,25.92,4.21
7/20/2018,Susquehanna River,Fortin Park,25.99,4.2
7/20/2018,Charlotte Creek,Fortin Park,25.99,4.1
7/20/2018,Charlotte Creek,Fortin Park,26.66,4.09
7/20/2018,Charlotte Creek,Fortin Park,26.19,4.06
7/20/2018,Susquehanna River,Fortin Park,24.64,4.06
7/20/2018,Susquehanna River,Fortin Park,24.54,3.92
7/20/2018,Charlotte Creek,Fortin Park,24.41,3.87
7/20/2018,Susquehanna River,Fortin Park,24.75,3.85
7/20/2018,Susquehanna River,Fortin Park,25.98,3.82
7/20/2018,Charlotte Creek,Fortin Park,25.06,3.79
7/20/2018,Susquehanna River,Fortin Park,23.07,3.79
7/20/2018,Charlotte Creek,Fortin Park,25.52,3.77
7/20/2018,Susquehanna River,Fortin Park,23.54,3.72
7/20/2018,Susquehanna River,Fortin Park,25.19,3.69
7/20/2018,Susquehanna River,Fortin Park,24.84,3.66
7/20/2018,Susquehanna River,Fortin Park,24.85,3.63
7/20/2018,Charlotte Creek,Fortin Park,24.57,3.62
7/20/2018,Charlotte Creek,Fortin Park,25,3.59
7/20/2018,Charlotte Creek,Fortin Park,24.72,3.51
7/20/2018,Charlotte Creek,Fortin Park,24.69,3.49
7/20/2018,Susquehanna River,Fortin Park,23.5,3.46
7/20/2018,Susquehanna River,Fortin Park,24,3.45
7/20/2018,Susquehanna River,Fortin Park,23.37,3.42
7/20/2018,Susquehanna River,Fortin Park,24.06,3.39
7/20/2018,Charlotte Creek,Fortin Park,24.94,3.32
7/20/2018,Susquehanna River,Fortin Park,21.74,3.3
7/20/2018,Charlotte Creek,Fortin Park,23.82,3.27
7/20/2018,Susquehanna River,Fortin Park,22.04,3.07
7/20/2018,Susquehanna River,Fortin Park,23.12,3.06
7/20/2018,Charlotte Creek,Fortin Park,24.57,3.04
7/20/2018,Susquehanna River,Fortin Park,23.42,3.04
7/20/2018,Susquehanna River,Fortin Park,23.05,3.04
7/20/2018,Susquehanna River,Fortin Park,24.1,2.96
7/20/2018,Charlotte Creek,Fortin Park,23.38,2.95
7/20/2018,Susquehanna River,Fortin Park,22.78,2.85
7/20/2018,Susquehanna River,Fortin Park,22.34,2.85
7/20/2018,Charlotte Creek,Fortin Park,22.56,2.81
7/20/2018,Charlotte Creek,Fortin Park,22.46,2.77
7/20/2018,Susquehanna River,Fortin Park,22.27,2.77
7/20/2018,Charlotte Creek,Fortin Park,22.7,2.76
7/20/2018,Charlotte Creek,Fortin Park,22.58,2.7
7/20/2018,Charlotte Creek,Fortin Park,22.01,2.7
7/20/2018,Charlotte Creek,Fortin Park,22.45,2.66
7/20/2018,Susquehanna River,Fortin Park,28.98,2.64
7/20/2018,Charlotte Creek,Fortin Park,22.27,2.6
7/20/2018,Charlotte Creek,Fortin Park,23.07,2.59
7/20/2018,Charlotte Creek,Fortin Park,23.16,2.58
7/20/2018,Charlotte Creek,Fortin Park,22.67,2.56
7/20/2018,Charlotte Creek,Fortin Park,22.05,2.54
7/20/2018,Charlotte Creek,Fortin Park,21.64,2.48
7/20/2018,Charlotte Creek,Fortin Park,20.95,2.48
7/20/2018,Susquehanna River,Fortin Park,22.71,2.47
7/20/2018,Charlotte Creek,Fortin Park,21.94,2.45
7/20/2018,Susquehanna River,Fortin Park,21.86,2.45
7/20/2018,Charlotte Creek,Fortin Park,21.72,2.41
7/20/2018,Charlotte Creek,Fortin Park,21.9,2.4
7/20/2018,Charlotte Creek,Fortin Park,21.53,2.4
7/20/2018,Susquehanna River,Fortin Park,21.12,2.4
7/20/2018,Susquehanna River,Fortin Park,21.59,2.32
7/20/2018,Charlotte Creek,Fortin Park,21.49,2.3
7/20/2018,Charlotte Creek,Fortin Park,21.64,2.29
7/20/2018,Charlotte Creek,Fortin Park,21.72,2.28
7/20/2018,Charlotte Creek,Fortin Park,18.81,2.21
7/20/2018,Susquehanna River,Fortin Park,19.88,2.09
7/20/2018,Charlotte Creek,Fortin Park,20.83,2.07
7/20/2018,Susquehanna River,Fortin Park,19.53,2.06
7/20/2018,Susquehanna River,Fortin Park,19.55,2.04
7/20/2018,Charlotte Creek,Fortin Park,21.33,2.03
7/20/2018,Charlotte Creek,Fortin Park,20.21,2
7/20/2018,Susquehanna River,Fortin Park,20.21,2
7/20/2018,Charlotte Creek,Fortin Park,19.6,1.99
7/20/2018,Charlotte Creek,Fortin Park,21.01,1.97
7/20/2018,Charlotte Creek,Fortin Park,20.43,1.97
7/20/2018,Charlotte Creek,Fortin Park,20.13,1.94
7/20/2018,Charlotte Creek,Fortin Park,20.21,1.93
7/20/2018,Susquehanna River,Fortin Park,19.31,1.83
7/20/2018,Charlotte Creek,Fortin Park,19.4,1.74
7/20/2018,Charlotte Creek,Fortin Park,19.37,1.69
7/20/2018,Charlotte Creek,Fortin Park,19.27,1.65
7/20/2018,Susquehanna River,Fortin Park,18.41,1.6
7/20/2018,Charlotte Creek,Fortin Park,18.98,1.53
